TEAM_NAME,PLAYER_NAME,ACCOUNT_ID
SHIFT,k4lle1,0276a808-fb1b-4b7e-bb0b-6b2f486a4c56
SHIFT,n4stii.TM,731d7261-3f9b-4049-9c6e-8534723d0c91
Split,NitroFeint,4d9676aa-4bd0-4120-b9e5-9b727b697108
Split,silk.TM,dfe67c20-ce38-4b90-8b14-969c416795e4
Split,XanTM,924acd9a-648f-4d80-a011-d797dba6bb55
Split,vitorlol22,91e6c5af-00f3-44c4-85c9-f441e5e8c1ea
Split,Ssnake01,2c027769-0208-4659-b27d-2b75217b8ea5
Split,kcj.tm,fcfd30e4-5c16-4670-bd84-21c7d5112b90
The Icy Misfits,Bran.Tm,d0b8b08c-fd73-43b3-b696-a53ed7dddcf1
The Icy Misfits,Hypoflex,72173168-5738-46d3-a788-9b759c5a62c5
The Icy Misfits,Lemmi.,cf1f09fd-ee62-4056-bc04-9e9847de6766
The Icy Misfits,Sc1ro,eebd5c04-74ad-4874-909b-970c423dcad9
The Icy Misfits,skidly,1051422c-1c04-43ba-9ccd-582a8e1da271
The Icy Misfits,Aleckete,35c1a592-a6b2-464f-8c62-f4d47c894af5
ZACK! Slideout,Space_Lauch,72238fc1-dd21-4f3c-843f-402586af69ce
ZACK! Slideout,Dark_Kirby_TM,868051bb-2e54-4c5e-a611-2fabcb1c0077
ZACK! Slideout,g4unightstreick,96fd9048-312b-433b-b196-dc932c0efce1
ZACK! Slideout,Helldiver_Agent,a66eaf5d-ddcd-4ca9-b8be-2109d164d0ce
waaa,JanTM-,e9345be4-1f4a-45fc-8032-e9be8a4286d5
waaa,TarporTM,e387f7d8-afb0-4bf6-bb29-868d1a62de3b
waaa,TIMMYS..,76f34c93-b0eb-446b-b212-60ffc35e317d
waaa,Paardenvechter,7784b2c5-b8b6-4c74-9a95-5427b758617a
waaa,HikoTM,7889d3ad-ed89-4d0a-9343-12d6e8ec3b90
waaa,SnappieTM,5bd908ca-cfab-4b1f-a818-00444b3920f4
